product_author,product_imagelink,product_name,product_price
"Mary L. Trump Ph.D.,John Bolton,
    
        
        
            Eddie S. Glaude Jr.
        
    
,
    
        
        
            Elin Hilderbrand
        
    
,
    
        
        
            Jacob Soboroff
        
    
,
    
        
        
            Michael Shellenberger
        
    
,
    
        
        
            Daniel Silva
        
    
,Jim Butcher,
    
        
        
            Kevin Kwan
        
    
,
    
        
        
            Gin Stephens
        
    
,
    
        
        
            Bob Goff
        
    
,
    
        
        
            Thomas Sowell
        
    
,
    
        
        
            Maria Konnikova
        
    
,
    
        
        
            D. L. Hughley
        
    
,Silvia Moreno-Garcia,
    
        
        
            J. Courtney Sullivan
        
    
","https://m.media-amazon.com/images/I/81VgmjQIl9L._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71FjldGbSPL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71zCYq+xOjL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81FmILXrZbL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81BJ4ULQd2L._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71GipRVJMKL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/91sI-ylI+jL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/91mG8qXAUKL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81939Uc4mdL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71Wg9G9e0VL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/71TogTLs+XL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/41ZiEtEFVpL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81Hav58RDQL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/91Scl0v5U4L._AC_UY218_.jpg,https://m.media-amazon.com/images/I/91I20YT73WL._AC_UY218_.jpg,https://m.media-amazon.com/images/I/81hu7mibvKL._AC_UY218_.jpg","Too Much and Never Enough: How My Family Created the World’s Most Dangerous Man,The Room Where It Happened: A White House Memoir,Begin Again: James Baldwin's America and Its Urgent Lessons for Our Own,28 Summers,Separated: Inside an American Tragedy,Apocalypse Never: Why Environmental Alarmism Hurts Us All,The Order (Gabriel Allon Series),Peace Talks: Dresden Files, Book 16,Sex and Vanity: A Novel,Fast. Feast. Repeat.: The Comprehensive Guide to Delay, Don't Deny® Intermittent Fasting--Including the 28-Day FAST Start,Dream Big: Know What You Want, Why You Want It, and What You’re Going to Do About It,Charter Schools and Their Enemies,The Biggest Bluff: How I Learned to Pay Attention, Master Myself, and Win,Surrender, White People!: Our Unconditional Terms for Peace,Mexican Gothic,Friends and Strangers: A novel","17,.,70,19,.,42,26,.,99,14,.,99,17,.,99,34,.,00,14,.,99,0,.,00,13,.,99,16,.,14,18,.,88,22,.,01,25,.,20,25,.,19,0,.,00,19,.,56"
